alpha(deg)	e12
79.0	2.0155072740910757e-05
80.0	1.8382448302123273e-05
81.0	1.6587429318864295e-05
82.0	1.477219641017943e-05
83.0	1.2938960247809722e-05
84.0	1.1089971603424545e-05
85.0	9.227470459060762e-06
86.0	7.353727247128738e-06
87.0	5.471029641154109e-06
88.0	3.581676814906985e-06
89.0	1.6880087313473707e-06
90.0	2.0895930363016527e-07
91.0	2.1035577220033447e-06
92.0	3.996487146368546e-06
93.0	5.884577421297896e-06
94.0	7.765507972251193e-06
95.0	9.636980253040383e-06
96.0	1.1496715995553785e-05
97.0	1.3342436920370686e-05
98.0	1.5171914104893122e-05
99.0	1.6982896821605603e-05
100.0	1.8773194416487942e-05
101.0	2.0540626300344353e-05
102.0	2.2283021915546905e-05
103.0	2.39982807215971e-05
104.0	2.5684292211857416e-05
105.0	2.7339015884956657e-05
106.0	2.8960421260036532e-05
107.0	3.054655786213696e-05
108.0	3.2095465241515143e-05
109.0	3.3605272947975454e-05
110.0	3.507414055874877e-05
111.0	3.650027765089432e-05
112.0	3.788194382774194e-05
113.0	3.921744869870289e-05
114.0	4.050518188731989e-05
115.0	4.1743563034556224e-05
116.0	4.293109179752291e-05
117.0	4.406630784813368e-05
118.0	4.5147840869715905e-05
119.0	4.617436056692605e-05
120.0	4.7144636655562045e-05
121.0	4.8057458875310096e-05
122.0	4.891174698070348e-05
123.0	4.970643074591598e-05
124.0	5.0440559938254466e-05
125.0	5.111323437888175e-05
126.0	5.17236338916918e-05
127.0	5.2271018325235685e-05
128.0	5.2754717511365186e-05
129.0	5.3174141350337796e-05
130.0	5.352878974277024e-05
131.0	5.381821259922633e-05
132.0	5.4042069869565735e-05
133.0	5.420008146760598e-05
134.0	5.429205741661298e-05
135.0	5.4317887677273635e-05
136.0	5.4277542278458996e-05
137.0	5.4171071230117914e-05
138.0	5.3998604588569964e-05
139.0	5.3760342458778336e-05
140.0	5.345657488105234e-05
141.0	5.30876919807567e-05
142.0	5.265412387385862e-05
143.0	5.215640073954249e-05
144.0	5.159513269492033e-05
145.0	5.09710099466897e-05
146.0	5.028478268751516e-05
147.0	4.953730112999421e-05
148.0	4.872945552064874e-05
149.0	4.786224610200721e-05
150.0	4.6936723126656976e-05
151.0	4.5954006910752814e-05
152.0	4.491530773457912e-05
153.0	4.382188592081013e-05
154.0	4.2675081797434386e-05
155.0	4.147627571991455e-05
156.0	4.022693804467003e-05
157.0	3.892859914893976e-05
158.0	3.7582819429114244e-05
159.0	3.6191259282671505e-05
160.0	3.47555991329911e-05
161.0	3.327759940939137e-05
162.0	3.175905055445237e-05
163.0	3.02018130237271e-05
164.0	2.8607777286632796e-05
165.0	2.6978893822335805e-05
166.0	2.5317133123096736e-05
167.0	2.3624535694754638e-05
168.0	2.1903142057003978e-05
169.0	2.0155072740910757e-05
170.0	1.8382448302123273e-05
171.0	1.6587429318864295e-05
172.0	1.477219641017943e-05
173.0	1.2938960247809722e-05
174.0	1.1089971603424545e-05
175.0	9.227470459060762e-06
176.0	7.353727247128738e-06
177.0	5.471029641154109e-06
178.0	3.581676814906985e-06
179.0	1.6880087313473707e-06
180.0	2.0895930363016527e-07
