b(nm)	V_mech/ls^3
20.0	3.5401500000000484e-05
25.0	2.8748890000000577e-05
30.0	5.8643930000000594e-05
35.0	1.5191760000000218e-05
40.0	3.659149000000004e-05
45.0	6.162837000000003e-05
50.0	2.174115000000025e-05
55.0	8.54701200000002e-05
60.0	0.00012195200000000005
65.0	0.0001779865
70.0	0.0001909268000000006
75.0	6.986105000000129e-05
80.0	0.00019507590000001555
85.0	0.0003696620000001135
90.0	0.00015681290000001463
95.0	0.00013585140000000107
100.0	0.000796926700000011
